Ruta;Nombre;Shader;Categoria;Uso;Especial;Avisos;Texturas
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_c19.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_c20.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d05.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d09.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d10.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d11.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d12.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d13.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d14.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_d15.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e05.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e09.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e10.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e11.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e12.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e13.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e14.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e15.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e16.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e17.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e18.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e19.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);Sin uso detectado;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e20.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e21.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e22.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e23.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e24.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e25.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e26.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e27.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e28.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e29.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e30.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e31.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e32.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e33.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e34.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_e35.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building24_f01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
