Ruta;Nombre;Shader;Categoria;Uso;Especial;Avisos;Texturas
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_a06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_a07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_a08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_a09.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b05.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_b09.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c05.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_c09.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d05.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_d09.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e05.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building15_e09.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a05.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a06.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a07.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_a08.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_b01.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_b02.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En escena;;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_b03.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
Assets/Art/World/Fantasy_Kingdom_Pack/Meshes/Building16_b04.FBX;FK01;Universal Render Pipeline/Lit;URP nativo (Universal Render Pipeline/Lit);En prefab (no visto en escena);;URP nativo — pendiente de migrar a Quibli;"_BaseMap=OK; _MetallicGlossMap=VACIO; _SpecGlossMap=VACIO; _BumpMap=VACIO; _ParallaxMap=VACIO; _OcclusionMap=VACIO; _EmissionMap=VACIO; _DetailMask=VACIO; _DetailAlbedoMap=VACIO; _DetailNormalMap=VACIO; _MainTex=OK; "
